weeks,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
25,1975,0.644,0.799,4,-10.856,0,0.0598,0.0821,0.00154,0.055,0.889,108.381,246573
23,1975,0.435,0.309,4,-8.337,1,0.0309,0.852,2.63E-05,0.113,0.0831,93.871,216600
23,1975,0.621,0.788,4,-4.326,1,0.0314,0.354,0,0.305,0.926,129.62,205493
23,1975,0.644,0.633,0,-8.006,1,0.0261,0.102,6.82E-05,0.227,0.647,115.193,194453
21,1975,,,,,,,,,,,,
21,1975,0.633,0.904,9,-6.686,0,0.0437,0.0308,1.04E-05,0.0698,0.752,129.066,234293
21,1975,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,261373
21,1975,0.562,0.538,1,-9.937,1,0.0275,0.362,0.00315,0.0411,0.962,107.096,250120
21,1975,0.712,0.681,0,-6.351,0,0.0294,0.0444,0.000235,0.0592,0.809,125.497,324573
20,1975,0.616,0.271,0,-17.212,1,0.0458,0.876,0.000126,0.113,0.336,125.021,283880
20,1975,,,,,,,,,,,,
20,1975,,,,,,,,,,,,
20,1975,,,,,,,,,,,,
20,1975,0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,164640
20,1975,0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535,170067
20,1975,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160
19,1975,0.747,0.395,0,-13.78,1,0.0321,0.0672,0.0299,0.219,0.85,110.726,179840
19,1975,0.69,0.732,3,-5.352,0,0.0497,0.0604,0.00114,0.168,0.636,107.977,178889
19,1975,0.625,0.316,5,-13.13,1,0.027,0.136,1.00E-05,0.178,0.294,82.807,211600
19,1975,0.648,0.352,4,-10.11,1,0.0278,0.692,0.262,0.106,0.173,121.461,329893
19,1975,,,,,,,,,,,,
19,1975,0.6,0.927,0,-8.358,1,0.104,0.119,0.212,0.0444,0.789,110.315,248223
19,1975,0.762,0.537,9,-9.58,1,0.0478,0.785,0.000669,0.0551,0.958,105.603,193093
19,1975,0.628,0.479,4,-7.562,1,0.0283,0.559,8.69E-05,0.201,0.85,87.587,164676
19,1975,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,255627
19,1975,0.68,0.608,2,-12.575,1,0.0499,0.0729,0,0.0911,0.904,137.481,255600
19,1975,0.792,0.24,0,-19.01,1,0.0464,0.151,0.00141,0.106,0.677,112.662,211001
18,1975,0.382,0.727,9,-6.677,0,0.0861,0.729,0,0.196,0.826,207.265,249733
18,1975,0.673,0.42,4,-7.581,1,0.0317,0.112,0,0.0897,0.385,108.066,152333
18,1975,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554,202773
18,1975,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,157890
18,1975,0.876,0.609,8,-6.019,1,0.111,0.0229,1.17E-05,0.107,0.256,124.984,199680
18,1975,0.511,0.242,7,-15.735,1,0.0318,0.41,0,0.111,0.596,131.82,278800
18,1975,0.518,0.389,11,-10.4,1,0.0582,0.799,0,0.346,0.234,134.263,176299
18,1975,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907
18,1975,0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27E-05,0.0898,0.665,121.079,252307
18,1975,,,,,,,,,,,,
18,1975,0.522,0.777,5,-4.047,1,0.0274,0.000593,0.258,0.286,0.502,97.903,222707
18,1975,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,121887
18,1975,0.756,0.808,5,-3.655,1,0.0541,0.0175,3.67E-06,0.66,0.638,109.902,264847
18,1975,0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,87411
18,1975,,,,,,,,,,,,
18,1975,,,,,,,,,,,,
18,1975,0.641,0.661,2,-10.621,1,0.0491,0.326,2.46E-05,0.11,0.941,167.201,195493
18,1975,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213
18,1975,,,,,,,,,,,,
18,1975,0.6,0.956,0,-2.068,0,0.0431,0.105,0.00289,0.344,0.194,128.071,236255
18,1975,,,,,,,,,,,,
32,1976,0.7,0.392,9,-8.911,1,0.033,0.0578,0,0.0802,0.25,103.044,189907
29,1976,0.307,0.433,1,-10.057,1,0.029,0.388,9.08E-05,0.332,0.224,160.9,266960
28,1976,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,229165
28,1976,0.517,0.848,10,-4.054,1,0.0521,0.00581,0,0.214,0.429,95.906,188779
28,1976,0.592,0.398,2,-10.81,0,0.0678,0.357,0.000925,0.119,0.204,150.038,185293
28,1976,,,,,,,,,,,,
28,1976,0.688,0.506,0,-13.311,0,0.0408,0.316,0.69,0.0611,0.784,108.753,182533
27,1976,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041
27,1976,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12E-06,0.0542,0.967,104.409,197147
26,1976,0.653,0.437,2,-12.641,1,0.028,0.434,6.74E-05,0.0689,0.63,96.469,238147
26,1976,0.676,0.729,8,-4.383,1,0.132,0.0557,0,0.189,0.636,99.929,190560
25,1976,0.739,0.841,5,-4.162,1,0.06,0.0312,0,0.173,0.562,106.99,199653
25,1976,0.392,0.702,6,-6.509,1,0.0848,0.137,0,0.109,0.771,188.606,176627
25,1976,0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,300000
24,1976,0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,207427
24,1976,0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,354320
24,1976,0.664,0.828,0,-6.053,1,0.0404,0.00839,0,0.294,0.82,103.985,190718
24,1976,,,,,,,,,,,,
23,1976,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,342173
23,1976,0.505,0.669,10,-7.255,0,0.0231,0.428,0,0.0609,0.689,87.541,262267
23,1976,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95E-06,0.129,0.74,139.191,211578
23,1976,0.435,0.444,7,-12.816,0,0.0336,0.159,0.000705,0.457,0.734,103.818,328360
23,1976,0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42E-05,0.111,0.464,140.978,180560
22,1976,0.628,0.189,5,-16.61,1,0.0321,0.889,6.47E-06,0.115,0.609,100.342,167400
22,1976,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,222400
22,1976,0.67,0.778,7,-8.11,1,0.0274,0.468,7.52E-05,0.115,0.853,120.391,221067
22,1976,0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,315640
22,1976,0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32E-05,0.0871,0.858,116.687,214576
21,1976,,,,,,,,,,,,
21,1976,0.649,0.825,10,-12.243,0,0.0335,0.00606,0.154,0.104,0.961,112.124,186907
21,1976,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,244920
21,1976,0.71,0.387,9,-12.82,1,0.0484,0.725,0.00617,0.113,0.806,80.557,200147
21,1976,0.68,0.701,6,-10.36,0,0.036,0.316,4.72E-06,0.111,0.933,108.287,243280
21,1976,0.65,0.759,1,-4.932,1,0.0355,0.353,0,0.155,0.943,121.454,212840
21,1976,0.612,0.749,9,-9.209,0,0.0345,0.00716,0,0.393,0.969,116.791,394133
21,1976,0.6,0.956,0,-2.068,0,0.0431,0.105,0.00289,0.344,0.194,128.071,236255
21,1976,0.552,0.935,0,-4.096,1,0.0623,0.0174,1.98E-06,0.116,0.38,74.954,245787
21,1976,0.917,0.823,7,-8.445,0,0.0368,0.167,0.000945,0.0258,0.969,132.56,211413
20,1976,0.81,0.448,4,-15.137,1,0.0693,0.132,0.000926,0.063,0.968,117.04,198420
20,1976,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,199387
20,1976,0.553,0.567,0,-7.814,1,0.0294,0.262,5.69E-05,0.143,0.404,122.828,214840
20,1976,0.266,0.389,4,-13.682,1,0.0305,0.244,1.42E-06,0.0688,0.148,140.243,256173
20,1976,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,252733
20,1976,0.788,0.427,5,-9.918,0,0.308,0.0659,3.63E-05,0.171,0.603,97.03,215227
20,1976,,,,,,,,,,,,
20,1976,0.391,0.441,7,-9.876,1,0.0267,0.573,0,0.0665,0.513,76.524,195760
20,1976,0.735,0.408,8,-9.846,1,0.076,0.0158,0,0.143,0.634,83.001,221133
20,1976,0.569,0.83,9,-4.106,0,0.14,0.0807,0,0.114,0.609,170.094,186635
20,1976,,,,,,,,,,,,
20,1976,0.68,0.608,2,-12.575,1,0.0499,0.0729,0,0.0911,0.904,137.481,255600
31,1977,0.689,0.533,6,-14.205,1,0.0544,0.321,7.37E-05,0.0958,0.898,98.801,170880
29,1977,,,,,,,,,,,,
28,1977,0.57,0.462,11,-10.483,1,0.0283,0.74,0.000223,0.104,0.545,102.3,181893
27,1977,0.61,0.817,0,-4.775,1,0.0331,0.0151,9.09E-06,0.0998,0.688,115.036,205973
27,1977,0.555,0.757,1,-7.868,0,0.0601,0.103,1.16E-06,0.0631,0.582,129.607,221840
27,1977,0.506,0.639,3,-5.222,1,0.0285,0.171,0,0.315,0.385,144.073,233200
27,1977,0.752,0.505,9,-7.621,1,0.253,0.535,2.55E-06,0.104,0.419,91.97,197437
26,1977,0.365,0.416,7,-8.775,1,0.0322,0.265,0.835,0.329,0.45,125.42,248480
26,1977,,,,,,,,,,,,
26,1977,0.735,0.709,2,-7.632,1,0.0988,0.349,0,0.0944,0.909,127.241,155000
25,1977,0.81,0.448,4,-15.137,1,0.0693,0.132,0.000926,0.063,0.968,117.04,198420
25,1977,0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,184800
25,1977,,,,,,,,,,,,
24,1977,0.368,0.403,10,-12.699,1,0.0288,0.703,7.66E-06,0.202,0.338,135.384,212667
24,1977,,,,,,,,,,,,
24,1977,0.637,0.329,10,-11.362,1,0.0272,0.613,2.36E-06,0.14,0.152,112.075,246147
24,1977,,,,,,,,,,,,
24,1977,,,,,,,,,,,,
24,1977,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23E-05,0.132,0.673,118.805,303640
24,1977,0.845,0.911,2,-8.656,1,0.0528,0.31,0,0.0825,0.965,132.827,181573
23,1977,0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,246213
23,1977,0.467,0.367,9,-8.164,1,0.0298,0.771,2.27E-05,0.0847,0.205,70.856,280360
23,1977,,,,,,,,,,,,
23,1977,0.667,0.521,9,-13.212,0,0.115,0.202,6.55E-05,0.0723,0.856,117.917,307573
23,1977,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.369,130.198,255627
23,1977,,,,,,,,,,,,
22,1977,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400
22,1977,,,,,,,,,,,,
22,1977,0.562,0.639,8,-8.188,1,0.03,0.0785,0.00142,0.35,0.514,107.86,201667
22,1977,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,206507
22,1977,,,,,,,,,,,,
22,1977,0.713,0.44,7,-4.714,1,0.0391,0.658,2.24E-05,0.0791,0.809,152.031,209121
22,1977,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960
22,1977,0.471,0.961,8,-5.748,1,0.115,2.05E-05,0.15,0.859,0.147,114.961,241244
22,1977,0.8,0.545,2,-13.637,1,0.0357,0.711,0.00191,0.104,0.861,124.943,250933
22,1977,,,,,,,,,,,,
22,1977,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
22,1977,0.74,0.587,9,-4.338,1,0.072,0.0464,4.04E-06,0.159,0.651,142.018,181508
22,1977,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42E-05,0.141,0.613,148.835,140120
22,1977,0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,204326
22,1977,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695
22,1977,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,269187
21,1977,0.705,0.813,0,-4.522,1,0.116,0.324,0,0.347,0.843,158.109,191280
21,1977,,,,,,,,,,,,
21,1977,0.871,0.714,10,-6.413,1,0.0307,0.237,1.94E-06,0.072,0.962,106.797,179653
21,1977,0.29,0.95,5,-7.188,1,0.0521,0.0016,0.0139,0.187,0.661,186.347,140253
21,1977,0.722,0.778,4,-7.931,1,0.0611,0.0697,7.46E-06,0.0414,0.839,109.076,202000
21,1977,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627
21,1977,0.888,0.459,2,-8.154,1,0.0357,0.426,0,0.11,0.704,112.56,176078
21,1977,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
40,1978,0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,289133
33,1978,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640
32,1978,0.645,0.604,5,-9.904,0,0.118,0.0713,0,0.129,0.545,156.436,214373
30,1978,0.731,0.664,4,-6.995,1,0.0371,0.0349,7.59E-05,0.127,0.818,110.775,215092
29,1978,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041
29,1978,0.925,0.659,3,-4.763,1,0.231,0.206,7.88E-05,0.279,0.71,97.018,214227
28,1978,0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,87411
28,1978,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46E-06,0.089,0.0592,110.011,240133
28,1978,0.622,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.452,180267
27,1978,0.63,0.63,9,-6.211,1,0.0395,0.0131,0,0.142,0.163,80.512,131213
27,1978,,,,,,,,,,,,
27,1978,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734
27,1978,0.629,0.615,11,-10.972,0,0.0433,0.169,7.23E-05,0.132,0.673,118.805,303640
27,1978,0.365,0.416,7,-8.775,1,0.0322,0.265,0.835,0.329,0.45,125.42,248480
27,1978,0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627
26,1978,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240
26,1978,,,,,,,,,,,,
25,1978,0.497,0.296,9,-10.756,1,0.0302,0.431,0,0.106,0.171,62.204,220267
25,1978,0.333,0.367,2,-10.06,1,0.0291,0.831,1.19E-05,0.262,0.0685,77.986,216287
25,1978,0.485,0.706,11,-8.803,1,0.406,0.0637,0,0.191,0.564,78.151,167510
25,1978,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041
25,1978,0.74,0.598,7,-9.658,0,0.0321,0.15,0,0.0664,0.952,101.933,276000
25,1978,0.368,0.403,10,-12.699,1,0.0288,0.703,7.66E-06,0.202,0.338,135.384,212667
24,1978,,,,,,,,,,,,
24,1978,0.467,0.255,8,-15.963,0,0.0372,0.605,0.00031,0.273,0.243,120.174,168867
23,1978,0.637,0.93,4,-2.632,1,0.0511,0.0177,0,0.452,0.886,90.014,182867
23,1978,0.586,0.48,9,-9.138,1,0.0243,0.385,0,0.0947,0.488,79.873,324440
23,1978,0.791,0.569,2,-10.372,0,0.0553,0.133,0.00035,0.139,0.889,123.977,338320
23,1978,0.773,0.819,0,-5.946,0,0.118,0.428,0,0.0679,0.585,92.987,269187
23,1978,0.69,0.5,4,-16.145,0,0.0909,0.598,0.0288,0.11,0.586,191.539,236093
23,1978,0.786,0.61,0,-6.736,1,0.0558,0.379,0.00082,0.0765,0.228,130.036,201093
23,1978,0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,239400
22,1978,0.589,0.348,2,-11.032,1,0.038,0.685,3.20E-06,0.0849,0.28,119.374,252707
22,1978,,,,,,,,,,,,
22,1978,,,,,,,,,,,,
22,1978,0.324,0.335,0,-15.595,1,0.0355,0.099,1.08E-06,0.0995,0.141,119.513,367000
22,1978,0.719,0.395,1,-9.581,0,0.0335,0.349,5.07E-05,0.0716,0.718,113.036,204760
22,1978,,,,,,,,,,,,
22,1978,,,,,,,,,,,,
22,1978,0.792,0.551,7,-5.769,1,0.037,0.307,0,0.101,0.45,103.967,117692
22,1978,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07,195013
22,1978,0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,207307
21,1978,0.844,0.482,11,-10.386,1,0.0856,0.157,8.13E-06,0.287,0.822,100.041,163888
21,1978,,,,,,,,,,,,
21,1978,0.589,0.578,8,-5.626,0,0.0454,0.0232,0,0.0984,0.38,135.77,228976
21,1978,0.497,0.718,0,-7.744,1,0.0275,0.00113,0.0606,0.544,0.792,127.79,240693
21,1978,0.499,0.384,0,-8.125,1,0.0314,0.703,1.33E-05,0.089,0.378,108.53,221693
21,1978,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,216573
21,1978,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,152041
21,1978,0.574,0.764,1,-5.286,1,0.0344,0.104,5.03E-06,0.107,0.621,105.823,218249
31,1979,0.731,0.664,4,-6.995,1,0.0371,0.0349,7.59E-05,0.127,0.818,110.775,215092
31,1979,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240
27,1979,0.431,0.463,0,-7.342,1,0.0268,0.599,0.00282,0.132,0.687,107.19,253213
27,1979,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,216733
26,1979,0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,286667
26,1979,0.497,0.296,9,-10.756,1,0.0302,0.431,0,0.106,0.171,62.204,220267
25,1979,0.847,0.491,7,-15.707,1,0.054,0.0363,0.000687,0.186,0.875,119.873,210247
25,1979,,,,,,,,,,,,
24,1979,,,,,,,,,,,,
24,1979,,,,,,,,,,,,
23,1979,0.612,0.749,9,-9.209,0,0.0345,0.00716,0,0.393,0.969,116.791,394133
23,1979,,,,,,,,,,,,
23,1979,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929
23,1979,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228347
23,1979,0.561,0.501,5,-9.544,0,0.0266,0.857,0.0106,0.135,0.339,75.68,345240
23,1979,0.314,0.644,1,-4.646,1,0.0345,0.0266,0,0.108,0.27,198.063,228800
22,1979,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,295400
22,1979,0.733,0.334,1,-11.314,1,0.0811,0.327,0,0.116,0.267,119.935,319973
22,1979,0.671,0.501,4,-13.119,1,0.0594,0.342,0,0.194,0.86,87.04,214880
22,1979,,,,,,,,,,,,
22,1979,0.619,0.686,1,-9.014,0,0.0615,0.644,0,0.0996,0.757,76.923,174533
22,1979,,,,,,,,,,,,
22,1979,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,346133
22,1979,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,346133
21,1979,0.667,0.513,4,-7.96,1,0.026,0.305,0,0.0851,0.518,95.306,283400
21,1979,0.681,0.569,6,-5.859,1,0.546,0.173,0,0.18,0.147,140.532,261853
21,1979,0.689,0.533,6,-14.205,1,0.0544,0.321,7.37E-05,0.0958,0.898,98.801,170880
21,1979,0.625,0.758,5,-6.213,0,0.0463,0.512,0.00022,0.153,0.695,119.719,251253
21,1979,0.681,0.773,5,-5.749,1,0.148,0.019,1.28E-06,0.11,0.429,119.961,199008
21,1979,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,161463
21,1979,0.77,0.654,4,-6.108,1,0.0361,0.0539,0.00047,0.0819,0.685,114.82,229423
21,1979,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547
21,1979,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,331333
21,1979,,,,,,,,,,,,
21,1979,0.479,0.558,11,-6.074,1,0.179,0.227,0,0.0808,0.8,83.465,262680
21,1979,0.94,0.727,1,-9.982,1,0.0358,0.124,0.00021,0.0808,0.969,110.796,296467
21,1979,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,491933
21,1979,0.506,0.373,0,-9.473,1,0.0347,0.495,3.72E-05,0.324,0.195,121.268,362400
20,1979,0.635,0.712,4,-5.151,0,0.11,0.0131,0,0.187,0.458,78.598,304907
20,1979,0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,0.81,117.955,303333
20,1979,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,189840
20,1979,0.709,0.548,10,-8.493,1,0.353,0.65,1.59E-06,0.133,0.543,83.995,160000
20,1979,0.682,0.711,9,-7.637,0,0.0325,0.179,9.53E-05,0.126,0.766,129.546,224533
20,1979,0.583,0.313,9,-14.36,1,0.0256,0.615,0,0.121,0.346,96.717,241747
20,1979,0.639,0.912,1,-2.621,1,0.0615,0.00107,0,0.097,0.343,143.448,227520
20,1979,0.673,0.571,1,-7.631,1,0.0488,0.0737,0,0.117,0.042,141.957,148808
20,1979,0.664,0.828,0,-6.053,1,0.0404,0.00839,0,0.294,0.82,103.985,190718
20,1979,0.579,0.667,4,-12.361,0,0.04,0.0829,0.000605,0.0547,0.449,131.022,235200
20,1979,0.696,0.628,2,-8.407,1,0.0274,0.00102,0.428,0.272,0.701,100.038,221533
20,1979,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27,230533
29,1980,0.558,0.66,7,-6.223,1,0.0273,0.416,0,0.139,0.388,75.009,220893
27,1980,0.513,0.262,0,-16.875,1,0.0276,0.313,5.51E-06,0.456,0.357,108.383,243000
27,1980,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,256667
26,1980,,,,,,,,,,,,
26,1980,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,261373
25,1980,0.545,0.578,2,-8.745,1,0.0406,0.0114,6.57E-05,0.0692,0.819,128.038,238907
25,1980,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747
25,1980,,,,,,,,,,,,
25,1980,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653
25,1980,0.437,0.372,5,-9,1,0.0373,0.784,0,0.107,0.439,141.786,174380
25,1980,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400
25,1980,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160
25,1980,0.837,0.703,9,-9.385,0,0.0415,0.415,2.73E-05,0.153,0.914,121.556,245480
25,1980,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929
25,1980,,,,,,,,,,,,
24,1980,0.657,0.431,9,-15.682,1,0.166,0.149,2.18E-05,0.0428,0.926,112.008,385507
24,1980,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91E-05,0.158,0.848,114.031,220627
24,1980,0.94,0.727,1,-9.982,1,0.0358,0.124,0.00021,0.0808,0.969,110.796,296467
23,1980,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533
23,1980,0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,164640
23,1980,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,202093
23,1980,0.424,0.438,11,-5.53,1,0.0553,0.617,0,0.0837,0.325,128.983,120308
23,1980,,,,,,,,,,,,
23,1980,,,,,,,,,,,,
23,1980,0.893,0.509,0,-10.136,1,0.0659,0.00154,0.515,0.0783,0.334,122.478,469347
23,1980,,,,,,,,,,,,
23,1980,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307
23,1980,0.72,0.569,2,-11.466,1,0.0418,0.142,0.000188,0.0629,0.713,122.403,213973
22,1980,0.821,0.745,10,-4.844,0,0.286,0.0653,0,0.166,0.432,142.023,185785
22,1980,,,,,,,,,,,,
22,1980,0.599,0.762,0,-6.887,1,0.0423,0.714,4.43E-06,0.35,0.715,76.961,163373
22,1980,0.308,0.0427,7,-24.709,1,0.0336,0.865,0,0.179,0.383,158.399,195067
22,1980,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,185960
21,1980,0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,256147
21,1980,0.836,0.509,0,-13.668,1,0.0548,0.467,4.10E-06,0.0436,0.949,138.714,276493
21,1980,0.531,0.728,6,-4.985,0,0.063,0.0416,7.19E-06,0.135,0.418,104.978,244959
21,1980,,,,,,,,,,,,
21,1980,,,,,,,,,,,,
21,1980,,,,,,,,,,,,
21,1980,0.579,0.454,9,-7.264,1,0.0427,0.465,0,0.0997,0.461,78.949,155223
21,1980,0.734,0.735,9,-10.13,0,0.0524,0.373,0,0.227,0.883,103.862,177427
21,1980,0.616,0.444,10,-14.224,1,0.0276,0.461,0.000115,0.0847,0.763,143.805,313187
21,1980,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,275507
21,1980,0.817,0.767,8,-7.194,1,0.0468,0.457,0.0723,0.0606,0.878,128.93,231880
21,1980,0.558,0.719,11,-5.603,1,0.0419,0.101,0,0.212,0.483,158.031,243707
21,1980,0.635,0.537,7,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,215381
21,1980,0.79,0.624,7,-13.953,1,0.0322,0.0332,0.00115,0.187,0.82,120.559,280800
21,1980,,,,,,,,,,,,
20,1980,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,241040
20,1980,,,,,,,,,,,,
32,1981,,,,,,,,,,,,
31,1981,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653
30,1981,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867
29,1981,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653
28,1981,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240
28,1981,0.306,0.722,0,-5.963,1,0.034,0.0519,0,0.117,0.41,174.732,200293
27,1981,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240
27,1981,0.717,0.712,0,-6.098,1,0.0765,0.00663,0,0.0756,0.825,97.019,171172
27,1981,0.592,0.584,7,-7.422,1,0.0305,0.245,0,0.0862,0.371,160.048,209787
26,1981,0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,207427
26,1981,0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.624,228000
26,1981,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,206093
