weeks,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
25,1993,0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087
25,1993,0.763,0.742,6,-10.975,0,0.188,0.0984,0,0.38,0.483,98.145,268910
25,1993,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,218013
25,1993,,,,,,,,,,,,
25,1993,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52E-06,0.0589,0.716,126.975,198440
25,1993,,,,,,,,,,,,
24,1993,,,,,,,,,,,,
24,1993,0.884,0.37,8,-11.353,1,0.112,0.0188,0.00423,0.026,0.883,109.997,247507
24,1993,0.718,0.632,0,-4.011,1,0.145,0.213,1.28E-05,0.283,0.859,160.039,207000
24,1993,0.655,0.545,9,-8.163,1,0.0342,0.494,0,0.0417,0.463,133.358,268733
24,1993,0.725,0.384,7,-12.64,1,0.0317,0.00569,0.00022,0.158,0.497,121.9,250600
24,1993,0.561,0.442,10,-10.687,1,0.0243,0.329,0,0.24,0.267,82.996,267600
24,1993,0.697,0.608,4,-10.976,0,0.0463,0.0295,0,0.276,0.725,133.879,274533
23,1993,0.706,0.39,9,-13.673,1,0.0324,0.0221,3.81E-05,0.0944,0.839,90.584,217533
23,1993,,,,,,,,,,,,
23,1993,0.651,0.743,2,-9.254,1,0.0364,0.00526,0.000341,0.0406,0.533,90.2,302093
23,1993,0.469,0.623,1,-4.432,1,0.0302,0.345,0,0.588,0.198,134.943,209778
23,1993,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07,195013
45,1994,0.798,0.639,4,-7.391,0,0.0424,0.00141,0,0.0836,0.421,129.443,225267
44,1994,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947
41,1994,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240
36,1994,0.455,0.525,7,-9.225,1,0.149,0.802,0,0.226,0.383,83.237,171025
35,1994,0.569,0.891,3,-4.527,0,0.0671,2.42E-05,3.32E-05,0.32,0.646,116.985,191440
34,1994,0.539,0.826,7,-8.037,1,0.0276,0.00224,0.0451,0.0832,0.669,134.718,233400
33,1994,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92E-05,0.097,0.962,118.773,234333
32,1994,,,,,,,,,,,,
32,1994,0.568,0.714,7,-7.139,1,0.0445,0.174,0,0.0429,0.955,146.338,213600
31,1994,,,,,,,,,,,,
31,1994,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,199387
31,1994,0.595,0.735,11,-6.648,1,0.047,0.1,9.62E-06,0.104,0.521,167.662,296400
30,1994,0.612,0.591,1,-7.02,1,0.051,0.462,0,0.111,0.349,160.659,184333
30,1994,0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,186813
30,1994,0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,259853
29,1994,0.757,0.544,5,-10.722,1,0.219,0.154,6.07E-05,0.226,0.921,173.208,308360
29,1994,0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,306040
29,1994,0.466,0.763,11,-7.748,0,0.0391,0.0542,0,0.119,0.473,123.539,204800
29,1994,0.701,0.705,5,-6.18,1,0.0357,0.18,0,0.141,0.71,100.669,232960
29,1994,0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975,218093
28,1994,0.514,0.693,1,-6.428,1,0.0528,0.0961,0,0.071,0.46,156.039,176573
28,1994,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800
28,1994,0.587,0.456,9,-7.011,1,0.0262,0.516,0,0.104,0.144,134.11,355640
27,1994,0.575,0.644,6,-5.68,0,0.0309,0.271,0,0.131,0.626,80.07,195013
27,1994,0.852,0.655,5,-11.498,0,0.0645,0.107,2.07E-05,0.137,0.952,115.962,279360
27,1994,0.65,0.908,10,-5.062,0,0.0345,0.0951,0,0.347,0.75,123.996,195209
27,1994,0.441,0.258,7,-11.227,1,0.0276,0.661,0,0.106,0.172,77.988,214827
26,1994,0.574,0.909,8,-1.573,1,0.0658,0.0987,0,0.264,0.569,169.966,208240
26,1994,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932
26,1994,0.476,0.584,10,-12.357,1,0.038,0.119,0,0.274,0.417,88.026,255467
26,1994,0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147
26,1994,,,,,,,,,,,,
26,1994,0.806,0.362,7,-10.381,1,0.0345,0.535,0.045,0.111,0.42,127.502,235427
26,1994,0.869,0.725,9,-12.507,0,0.256,0.0453,0,0.203,0.699,132.989,261360
26,1994,,,,,,,,,,,,
25,1994,,,,,,,,,,,,
25,1994,0.939,0.675,0,-7.232,1,0.211,0.0915,0,0.0565,0.795,96.918,248573
25,1994,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213
25,1994,0.816,0.603,7,-11.924,1,0.0749,0.134,4.27E-05,0.152,0.963,114.767,370893
25,1994,0.787,0.728,0,-7.705,1,0.218,0.0124,0,0.157,0.94,173.026,227067
24,1994,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,274707
24,1994,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18E-06,0.34,0.833,159.941,186840
24,1994,0.85,0.444,9,-8.69,1,0.346,0.134,0,0.113,0.187,86.533,137341
24,1994,0.61,0.894,5,-3.956,0,0.129,0.00317,0,0.0539,0.65,96.622,133679
24,1994,0.865,0.645,2,-6.939,1,0.071,0.0836,0.00117,0.109,0.89,101.313,255027
24,1994,0.854,0.697,9,-4.341,1,0.376,0.0914,0,0.0455,0.309,140.024,150912
23,1994,0.693,0.648,11,-6.411,0,0.0248,0.0949,0,0.14,0.319,113.117,293267
23,1994,0.686,0.72,1,-5.744,1,0.0474,0.0269,0,0.117,0.323,140.034,213346
23,1994,0.748,0.733,11,-4.421,0,0.072,0.0062,0,0.329,0.291,93.019,312240
23,1994,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33E-05,0.118,0.41,156.953,191399
45,1995,0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,236933
45,1995,,,,,,,,,,,,
44,1995,0.497,0.322,8,-10.358,1,0.0333,0.0194,7.72E-06,0.115,0.04,106.976,326947
44,1995,,,,,,,,,,,,
42,1995,0.568,0.714,7,-7.139,1,0.0445,0.174,0,0.0429,0.955,146.338,213600
41,1995,0.629,0.867,7,-7.307,1,0.0603,0.0865,0,0.126,0.876,151.695,279800
40,1995,,,,,,,,,,,,
38,1995,0.869,0.725,9,-12.507,0,0.256,0.0453,0,0.203,0.699,132.989,261360
38,1995,0.733,0.334,1,-11.314,1,0.0811,0.327,0,0.116,0.267,119.935,319973
36,1995,0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975,218093
35,1995,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,216880
35,1995,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,252733
34,1995,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12E-06,0.0542,0.967,104.409,197147
34,1995,0.59,0.737,7,-5.867,1,0.0384,0.404,0,0.108,0.877,132.966,164160
33,1995,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747
33,1995,,,,,,,,,,,,
32,1995,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747
32,1995,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640
32,1995,0.415,0.359,7,-11.094,1,0.0334,0.707,6.53E-05,0.319,0.404,146.029,189520
31,1995,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71E-06,0.282,0.622,128.235,217653
31,1995,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
30,1995,0.52,0.903,2,-5.497,1,0.042,0.00517,0,0.254,0.652,74.988,219801
30,1995,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733
30,1995,0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85E-06,0.0454,0.66,91.014,253613
30,1995,,,,,,,,,,,,
30,1995,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49E-05,0.0777,0.757,171.804,279507
30,1995,0.894,0.764,4,-10.028,0,0.0604,0.00154,0.0349,0.0323,0.796,127.038,290933
30,1995,0.8,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003,210387
29,1995,0.178,0.173,6,-11.498,0,0.0387,0.818,0.851,0.124,0.0996,88.058,85760
29,1995,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213
29,1995,0.667,0.652,11,-6.392,0,0.522,0.16,0,0.115,0.693,81.594,172803
29,1995,0.424,0.438,11,-5.53,1,0.0553,0.617,0,0.0837,0.325,128.983,120308
29,1995,,,,,,,,,,,,
28,1995,0.589,0.368,0,-12.979,1,0.0264,0.475,0,0.108,0.523,89.626,201400
28,1995,0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,288427
28,1995,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,125302
27,1995,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,199387
27,1995,0.157,0.000553,0,-38.094,1,0.0482,0.957,0.919,0.106,0.0386,69.712,119406
27,1995,0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,267360
27,1995,0.631,0.516,8,-8.225,1,0.0353,0.413,0,0.115,0.18,116.654,329800
27,1995,0.445,0.492,6,-5.717,1,0.0294,0.036,0,0.122,0.24,148.013,250413
27,1995,0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,264307
27,1995,0.618,0.443,2,-9.681,1,0.0526,0.469,0,0.0829,0.167,119.949,198853
27,1995,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12E-06,0.0542,0.967,104.409,197147
27,1995,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55E-06,0.385,0.801,133.006,201973
26,1995,0.567,0.821,6,-5.894,1,0.0371,0.418,0,0.108,0.895,150.106,132307
26,1995,0.58,0.265,2,-15.267,1,0.0317,0.796,0.00019,0.11,0.583,154.595,189827
26,1995,0.637,0.853,1,-4.664,1,0.109,0.216,0,0.0357,0.861,93.87,190640
26,1995,0.686,0.72,1,-5.744,1,0.0474,0.0269,0,0.117,0.323,140.034,213346
25,1995,0.52,0.847,9,-5.3,1,0.427,0.272,0,0.325,0.799,177.371,302013
55,1996,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97E-06,0.113,0.721,101.992,217408
54,1996,0.737,0.93,1,-6.083,1,0.0534,0.237,1.57E-06,0.0911,0.965,103.191,253107
49,1996,0.629,0.867,7,-7.307,1,0.0603,0.0865,0,0.126,0.876,151.695,279800
47,1996,0.634,0.382,9,-12.877,1,0.0363,0.759,0.0021,0.101,0.2,81.971,188573
46,1996,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92E-05,0.496,0.489,124.912,175644
44,1996,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303
42,1996,0.843,0.959,6,-4.933,0,0.0914,0.0913,0,0.408,0.923,135.988,451440
40,1996,0.514,0.207,9,-17.242,0,0.0291,0.765,0.0254,0.11,0.259,103.74,319267
39,1996,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12E-06,0.0542,0.967,104.409,197147
39,1996,0.454,0.79,11,-4.361,0,0.0285,0.00604,3.09E-05,0.225,0.362,100.225,291907
39,1996,0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307
38,1996,,,,,,,,,,,,
38,1996,0.375,0.893,2,-4.097,1,0.0406,0.000509,0,0.187,0.434,174.323,258773
38,1996,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,256689
36,1996,0.567,0.821,6,-5.894,1,0.0371,0.418,0,0.108,0.895,150.106,132307
36,1996,0.622,0.829,2,-5.548,1,0.029,0.11,0,0.0954,0.539,110.367,257373
36,1996,0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,288427
36,1996,0.464,0.701,9,-5.943,1,0.0341,0.0691,0.00182,0.0766,0.407,73.97,270000
34,1996,0.562,0.742,9,-6.355,1,0.0346,0.0369,1.47E-06,0.102,0.793,165.6,289200
34,1996,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49E-05,0.0777,0.757,171.804,279507
34,1996,0.678,0.794,10,-6.186,0,0.14,0.274,1.68E-06,0.124,0.54,87.374,290573
33,1996,0.66,0.76,2,-5.726,1,0.0787,0.291,0,0.632,0.394,127.984,180129
33,1996,,,,,,,,,,,,
33,1996,0.798,0.78,6,-4.75,0,0.0554,0.145,0,0.1,0.929,112.025,123557
33,1996,0.789,0.435,2,-9.506,0,0.149,0.691,0.0418,0.107,0.166,122.995,196375
32,1996,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19E-06,0.118,0.513,103.272,229587
32,1996,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81E-06,0.0774,0.403,137.12,131825
32,1996,0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,216933
32,1996,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,230000
31,1996,0.211,0.00756,7,-33.123,1,0.0455,0.994,0.89,0.0734,0.0391,118.247,184707
30,1996,0.839,0.7,11,-3.776,1,0.297,0.0777,0,0.127,0.797,86.03,167442
30,1996,0.853,0.563,10,-8.663,0,0.0379,0.0118,2.12E-05,0.119,0.893,92.112,267440
30,1996,0.686,0.468,7,-9.712,1,0.042,0.7,0.00101,0.13,0.753,126.172,239293
29,1996,0.424,0.438,11,-5.53,1,0.0553,0.617,0,0.0837,0.325,128.983,120308
29,1996,0.888,0.459,2,-8.154,1,0.0357,0.426,0,0.11,0.704,112.56,176078
28,1996,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107
28,1996,0.483,0.917,3,-2.528,1,0.0438,0.00235,0.000347,0.119,0.323,129.035,145174
28,1996,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240
28,1996,0.577,0.789,2,-4.661,1,0.0427,0.00532,0.0105,0.214,0.149,97.52,222707
27,1996,0.568,0.495,1,-8.964,1,0.0299,0.353,0,0.0839,0.303,128.234,281067
26,1996,0.721,0.802,1,-5.797,1,0.0583,0.0921,0,0.694,0.724,124.022,229360
26,1996,0.817,0.584,7,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947,229373
26,1996,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223440
26,1996,0.832,0.553,1,-6.549,1,0.349,0.032,0,0.0985,0.283,145.272,240440
26,1996,0.565,0.862,4,-3.715,1,0.0326,0.0014,0,0.105,0.647,122.994,229040
25,1996,0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,243493
24,1996,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37E-05,0.085,0.636,121.006,214215
24,1996,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,547733
24,1996,0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,234867
23,1996,0.535,0.9,7,-5.301,1,0.0526,0.228,0.108,0.903,0.255,125.998,259023
60,1997,0.737,0.93,1,-6.083,1,0.0534,0.237,1.57E-06,0.0911,0.965,103.191,253107
57,1997,0.656,0.112,0,-19.134,0,0.0465,0.957,3.60E-05,0.151,0.503,92.438,193053
55,1997,0.482,0.807,0,-6.976,1,0.0457,0.0281,0,0.177,0.516,187.918,254547
48,1997,0.454,0.79,11,-4.361,0,0.0285,0.00604,3.09E-05,0.225,0.362,100.225,291907
43,1997,0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,234867
42,1997,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04E-05,0.109,0.276,99.562,269467
42,1997,0.625,0.426,2,-8.4,0,0.0271,0.412,0,0.116,0.112,110.021,270333
41,1997,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240
41,1997,0.853,0.563,10,-8.663,0,0.0379,0.0118,2.12E-05,0.119,0.893,92.112,267440
40,1997,0.715,0.833,2,-5.379,1,0.108,0.00631,0,0.164,0.612,95.487,213093
40,1997,0.424,0.438,11,-5.53,1,0.0553,0.617,0,0.0837,0.325,128.983,120308
39,1997,0.565,0.862,4,-3.715,1,0.0326,0.0014,0,0.105,0.647,122.994,229040
38,1997,0.577,0.789,2,-4.661,1,0.0427,0.00532,0.0105,0.214,0.149,97.52,222707
35,1997,0.398,0.717,0,-5.253,1,0.0398,0.07,0,0.085,0.487,117.296,193429
35,1997,,,,,,,,,,,,
34,1997,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,224293
34,1997,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71E-06,0.282,0.622,128.235,217653
33,1997,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,213307
33,1997,,,,,,,,,,,,
32,1997,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68E-06,0.0981,0.3,163.089,206200
31,1997,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,304600
31,1997,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223440
30,1997,0.587,0.698,1,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954,310720
30,1997,0.483,0.907,8,-7.015,1,0.0413,0.00183,0.0509,0.152,0.296,96.014,221560
30,1997,0.647,0.942,1,-7.101,1,0.0341,0.626,0.168,0.0411,0.937,130.978,203120
30,1997,,,,,,,,,,,,
30,1997,0.567,0.66,1,-6.645,1,0.024,0.615,1.28E-06,0.0899,0.57,96.02,217867
29,1997,0.817,0.584,7,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947,229373
29,1997,,,,,,,,,,,,
29,1997,0.646,0.816,6,-2.65,1,0.0269,0.00496,0,0.179,0.865,102.972,181991
28,1997,,,,,,,,,,,,
28,1997,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37E-05,0.085,0.636,121.006,214215
28,1997,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,206507
28,1997,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,243773
27,1997,0.49,0.445,9,-7.19,0,0.0469,0.695,1.16E-05,0.106,0.54,159.318,239640
27,1997,0.8,0.875,11,-4.952,0,0.0338,0.0615,2.79E-06,0.13,0.882,100.033,233533
27,1997,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733
26,1997,0.515,0.0306,2,-34.997,1,0.0662,0.996,0.952,0.092,0.364,62.057,133000
26,1997,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,268360
26,1997,0.473,0.749,1,-5.047,0,0.0287,0.000466,5.50E-06,0.0883,0.167,150.022,216627
26,1997,0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,280693
25,1997,0.71,0.312,10,-6.918,0,0.0325,0.391,2.19E-06,0.0682,0.535,108.262,264960
25,1997,0.501,0.391,1,-8.178,1,0.374,0.165,0,0.876,0.208,87.324,146667
25,1997,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680
25,1997,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987
25,1997,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,193400
25,1997,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,264200
25,1997,0.694,0.552,9,-10.452,0,0.0278,0.202,0,0.176,0.573,89.904,283267
24,1997,0.494,0.861,5,-5.236,1,0.0365,0.257,0,0.103,0.668,172.052,181613
24,1997,0.673,0.858,11,-6.511,1,0.027,0.005,1.92E-05,0.274,0.959,116.477,294293
69,1998,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37E-05,0.085,0.636,121.006,214215
65,1998,0.656,0.112,0,-19.134,0,0.0465,0.957,3.60E-05,0.151,0.503,92.438,193053
56,1998,,,,,,,,,,,,
52,1998,,,,,,,,,,,,
52,1998,0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,277267
47,1998,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627
46,1998,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05E-06,0.114,0.286,126.043,256560
46,1998,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200
43,1998,0.8,0.875,11,-4.952,0,0.0338,0.0615,2.79E-06,0.13,0.882,100.033,233533
43,1998,0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,268360
42,1998,,,,,,,,,,,,
42,1998,0.602,0.536,4,-9.74,1,0.0288,0.183,1.90E-05,0.0802,0.506,124.558,228933
41,1998,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987
41,1998,0.398,0.804,11,-5.559,1,0.0451,0.175,0,0.181,0.709,186.752,194307
36,1998,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,263440
35,1998,,,,,,,,,,,,
33,1998,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,152137
33,1998,,,,,,,,,,,,
32,1998,0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,264200
32,1998,,,,,,,,,,,,
31,1998,0.263,0.871,2,-7.496,1,0.131,0.106,0,0.363,0.622,206.68,278960
31,1998,,,,,,,,,,,,
31,1998,0.696,0.684,4,-8.848,1,0.0348,0.0121,0,0.31,0.96,119.968,179987
31,1998,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,237787
30,1998,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.10E-06,0.203,0.904,104.536,257400
28,1998,0.694,0.552,9,-10.452,0,0.0278,0.202,0,0.176,0.573,89.904,283267
28,1998,,,,,,,,,,,,
28,1998,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507
28,1998,0.55,0.702,11,-5.693,0,0.0281,0.046,1.40E-06,0.119,0.515,159.968,172486
27,1998,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,266720
27,1998,0.534,0.614,10,-6.69,1,0.0406,0.557,0,0.199,0.238,147.739,225599
27,1998,0.526,0.37,3,-10.535,1,0.025,0.722,0,0.157,0.251,76.002,244667
27,1998,,,,,,,,,,,,
26,1998,,,,,,,,,,,,
26,1998,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,196077
25,1998,0.657,0.757,0,-5.257,0,0.0584,0.428,0,0.0728,0.672,122.056,170716
25,1998,0.756,0.517,0,-8.122,1,0.0996,0.341,2.68E-05,0.103,0.267,110.064,159813
24,1998,,,,,,,,,,,,
24,1998,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68E-06,0.683,0.609,97.225,272973
24,1998,0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,215111
24,1998,,,,,,,,,,,,
24,1998,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97E-05,0.238,0.7,143.966,241027
24,1998,0.709,0.548,10,-8.493,1,0.353,0.65,1.59E-06,0.133,0.543,83.995,160000
24,1998,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006,179507
24,1998,0.786,0.372,8,-17.765,1,0.0536,0.19,5.90E-06,0.129,0.685,102.237,249667
24,1998,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01E-06,0.0906,0.193,113.608,269600
23,1998,0.735,0.441,1,-8.412,0,0.0407,0.0972,0,0.0967,0.591,108.015,296400
23,1998,0.9,0.619,4,-6.518,0,0.312,0.203,0.00156,0.0647,0.864,94.121,236800
23,1998,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.70E-05,0.119,0.758,93.372,210747
23,1998,0.456,0.379,1,-8.573,1,0.0685,0.63,3.10E-06,0.0983,0.225,149.967,162732
53,1999,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05E-06,0.114,0.286,126.043,256560
48,1999,0.398,0.804,11,-5.559,1,0.0451,0.175,0,0.181,0.709,186.752,194307
40,1999,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36E-05,0.38,0.55,107.984,216733
37,1999,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769
35,1999,0.395,0.843,8,-4.476,1,0.0374,0.00483,0,0.0404,0.481,112.423,212067
35,1999,0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186,166693
34,1999,0.574,0.204,0,-6.563,1,0.0364,0.426,0.00101,0.0938,0.572,120.138,42893
33,1999,,,,,,,,,,,,
33,1999,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867
32,1999,0.806,0.513,4,-6.208,1,0.0685,0.217,0,0.217,0.503,124.988,178157
32,1999,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067
31,1999,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867
31,1999,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,213307
31,1999,0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347
30,1999,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,200373
30,1999,0.364,0.64,4,-5.757,1,0.0506,0.201,7.25E-05,0.12,0.386,93.507,219213
29,1999,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907
29,1999,,,,,,,,,,,,
28,1999,0.629,0.736,5,-8.08,1,0.237,0.759,0.824,0.438,0.478,164.067,82909
28,1999,,,,,,,,,,,,
28,1999,0.802,0.502,11,-7.136,0,0.059,0.856,0,0.256,0.675,123.097,208293
28,1999,,,,,,,,,,,,
28,1999,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400
28,1999,0.536,0.719,4,-8.799,0,0.353,0.0117,3.43E-06,0.117,0.613,146.573,230333
28,1999,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,235133
28,1999,0.849,0.631,3,-4.241,0,0.0637,0.171,0,0.149,0.55,135.997,215304
28,1999,0.547,0.693,0,-8.786,1,0.0353,9.24E-05,5.46E-05,0.113,0.583,119.567,239227
27,1999,0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97E-05,0.109,0.51,88.684,278067
27,1999,0.718,0.632,0,-4.011,1,0.145,0.213,1.28E-05,0.283,0.859,160.039,207000
26,1999,0.576,0.679,0,-7.237,1,0.034,0.0311,0,0.323,0.213,121.005,187889
26,1999,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,214960
25,1999,0.596,0.743,6,-4.149,1,0.0302,0.0696,2.37E-06,0.202,0.531,125.883,158807
